id,beer_name,brewery,style,venue,city,country,lat,lon,serving_type,checkin_date,year,month,year_month,weekday
370,Dark Angels of Death,Totenhopfen Brauhaus,Dark/Dubbel,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-24,2025,11,2025-11,Monday
371,Traugott Simon Pilsener,Trinkgut,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-22,2025,11,2025-11,Saturday
372,Corona Extra,Grupo Modelo,Other,Tijuana Aachen,Aachen,DE,50.776,6.085,,2025-11-21,2025,11,2025-11,Friday
373,Kandi Malz,Bitburger Brauerei,Other,Tijuana Aachen,Aachen,DE,50.776,6.085,,2025-11-21,2025,11,2025-11,Friday
374,Vergina (Βεργίνα) Lager,Macedonian Thrace Brewery,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-21,2025,11,2025-11,Friday
375,Meckatzer Weiss-Gold,Meckatzer Löwenbräu,Blonde/Golden,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-21,2025,11,2025-11,Friday
376,Früh Kölsch,Cölner Hofbräu Früh,Kölsch,Die Kiste,Aachen,DE,50.7748,6.0825,,2025-11-21,2025,11,2025-11,Friday
377,Mönchshof Bockbier,Kulmbacher Brauerei,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-20,2025,11,2025-11,Thursday
378,Helles Pülleken,Brauerei VELTINS,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-20,2025,11,2025-11,Thursday
379,Barbãr,Brasserie Lefebvre,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-20,2025,11,2025-11,Thursday
380,St-Louis Premium Framboise,Kasteel Brouwerij Vanhonsebrouck,Sour/Wild,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-20,2025,11,2025-11,Thursday
381,Original Turmbräu NaturRadler,Brauerei Mönchengladbach,Radler/Malt,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-20,2025,11,2025-11,Thursday
382,Barista Chocolate Quad,Kasteel Brouwerij Vanhonsebrouck,Quadrupel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-20,2025,11,2025-11,Thursday
383,Brugse Zot,Brouwerij De Halve Maan,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-20,2025,11,2025-11,Thursday
384,X² Ice Boost Energy,Bitburger Brauerei,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-20,2025,11,2025-11,Thursday
385,X² Cola 2025,Bitburger Brauerei,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-20,2025,11,2025-11,Thursday
386,Oesterstout,Scheldebrouwerij,Stout/Porter,,,,,,,2025-11-19,2025,11,2025-11,Wednesday
387,Chimay Première (Red),Bières de Chimay,Amber/Red,The Wingman,Aachen,DE,50.7755,6.0855,,2025-11-19,2025,11,2025-11,Wednesday
388,RADICAL RAPTOR,Blech.Brut,Other,The Wingman,Aachen,DE,50.7755,6.0855,,2025-11-19,2025,11,2025-11,Wednesday
389,Nuit Étoilée,Brasserie de l'Abbaye des Rocs,Other,The Wingman,Aachen,DE,50.7755,6.0855,,2025-11-19,2025,11,2025-11,Wednesday
390,Kasteel Rouge,Kasteel Brouwerij Vanhonsebrouck,Amber/Red,Café Einstein,Aachen,DE,50.7751,6.0838,,2025-11-19,2025,11,2025-11,Wednesday
391,Barista Chocolate Quad,Kasteel Brouwerij Vanhonsebrouck,Quadrupel,Café Einstein,Aachen,DE,50.7751,6.0838,,2025-11-19,2025,11,2025-11,Wednesday
392,La Trappe Tripel,Bierbrouwerij De Koningshoeven,Tripel,Café Einstein,Aachen,DE,50.7751,6.0838,,2025-11-19,2025,11,2025-11,Wednesday
393,Schwarzwald Zäpfle naturtrüb / Maidle,Badische Staatsbrauerei Rothaus,Dark/Dubbel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-19,2025,11,2025-11,Wednesday
394,Organic Chocolate Stout,Samuel Smith,Stout/Porter,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-19,2025,11,2025-11,Wednesday
395,Oesterstout,Scheldebrouwerij,Stout/Porter,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-16,2025,11,2025-11,Sunday
396,Queue de Charrue Blonde / Ploegsteert Blond,Brasserie / Brouwerij Vanuxeem,Blonde/Golden,,,,,,,2025-11-16,2025,11,2025-11,Sunday
397,IJndejaars,Brouwerij 't IJ,Other,Gleis 1,Aachen,DE,50.776,6.0838,,2025-11-15,2025,11,2025-11,Saturday
398,West Indies Porter,Guinness,Stout/Porter,Gleis 1,Aachen,DE,50.776,6.0838,,2025-11-15,2025,11,2025-11,Saturday
399,Martha Guilty Rouge,The Brew Society,Amber/Red,Bones And Beers,Aachen,DE,50.7752,6.0835,,2025-11-15,2025,11,2025-11,Saturday
400,Bird of Prey 0.2 IPA,Uiltje Brewing Company,IPA,,,,,,,2025-11-15,2025,11,2025-11,Saturday
401,CORNET Oaked,Brouwerij De Hoorn,Other,Bones And Beers,Aachen,DE,50.7752,6.0835,,2025-11-15,2025,11,2025-11,Saturday
402,Black Heart,BrewDog,Other,,,,,,,2025-11-15,2025,11,2025-11,Saturday
403,Queue de Charrue Ambrée / Ploegsteert Amber,Brasserie / Brouwerij Vanuxeem,Amber/Red,,,,,,,2025-11-15,2025,11,2025-11,Saturday
404,Non De Jus!,100 Watt Brewery,Other,,,,,,,2025-11-14,2025,11,2025-11,Friday
405,Hoegaarden Grand Cru,Brouwerij Hoegaarden,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-14,2025,11,2025-11,Friday
406,OBUZ Special blond,Waterfields Brewery,Blonde/Golden,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-14,2025,11,2025-11,Friday
407,Knabe Malz,Krombacher Gruppe,Other,,,,,,,2025-11-12,2025,11,2025-11,Wednesday
408,Beck's,Brauerei Beck,Other,,,,,,,2025-11-11,2025,11,2025-11,Tuesday
409,Postel Tripel,Affligem Brouwerij,Tripel,,,,,,,2025-11-11,2025,11,2025-11,Tuesday
410,Trappistes Rochefort Triple Extra,Abbaye Notre-Dame de Saint-Rémy,Tripel,,,,,,,2025-11-11,2025,11,2025-11,Tuesday
411,No Stars Only Suns (w. Mikerphone),Elmeleven,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-11-08,2025,11,2025-11,Saturday
412,"Mango, Maracuja Sour",Straßenbräu,Sour/Wild,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-11-08,2025,11,2025-11,Saturday
413,Dual Ascension,Seven Island Brewery,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-11-08,2025,11,2025-11,Saturday
414,Sanddorini,KUEHN KUNZ ROSEN,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-11-08,2025,11,2025-11,Saturday
415,Rodenbach Evolved Caractère,Brouwerij Rodenbach,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-11-08,2025,11,2025-11,Saturday
416,Coffee Stout,MÜCKE,Stout/Porter,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-11-08,2025,11,2025-11,Saturday
417,Local Everyday Weekend {Lervig Local},LERVIG,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-11-08,2025,11,2025-11,Saturday
418,Füchschen Alt,Brauerei im Füchschen,Altbier,,,,,,,2025-11-08,2025,11,2025-11,Saturday
419,Heineken,Heineken,Other,,,,,,,2025-11-08,2025,11,2025-11,Saturday
420,Füchschen Pils,Brauerei im Füchschen,Lager/Pils,Schlösser Zelt,Düsseldorf,DE,51.2197,6.7928,,2025-11-08,2025,11,2025-11,Saturday
421,Füchschen Alt,Brauerei im Füchschen,Altbier,Schlösser Zelt,Düsseldorf,DE,51.2197,6.7928,,2025-11-08,2025,11,2025-11,Saturday
422,Füchschen Alt,Brauerei im Füchschen,Altbier,,,,,,,2025-11-08,2025,11,2025-11,Saturday
423,Dortmunder Union Export,Dortmunder Actien-Brauerei,Other,,,,,,,2025-11-08,2025,11,2025-11,Saturday
424,Export,Brauerei Königshof,Other,,,,,,,2025-11-08,2025,11,2025-11,Saturday
425,Heineken 0.0,Heineken,Non-Alcoholic,,,,,,,2025-11-08,2025,11,2025-11,Saturday
426,Sester Kölsch,Radeberger Gruppe,Kölsch,,,,,,,2025-11-08,2025,11,2025-11,Saturday
427,Patrizier Weißbier,Tucher Bräu,Wheat Beer,,,,,,,2025-11-08,2025,11,2025-11,Saturday
428,Mühlen Kölsch,Mühlen Kölsch,Kölsch,,,,,,,2025-11-08,2025,11,2025-11,Saturday
429,Gustl - Kellerbier Naturtrüb / Zwickl,Private Alpenbrauerei Bürgerbräu Bad Reichenhall,Other,,,,,,,2025-11-08,2025,11,2025-11,Saturday
430,Gösser Märzen / Gösser Beer / Gösser Export,Brauerei Göss,Bock/Märzen,,,,,,,2025-11-08,2025,11,2025-11,Saturday
431,Atlantik-Ale,Störtebeker Braumanufaktur,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-07,2025,11,2025-11,Friday
432,Kriekbier,Carrefour,Sour/Wild,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-11-07,2025,11,2025-11,Friday
433,Benediktiner Hell,Benediktiner Weissbräu,Lager/Pils,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-11-07,2025,11,2025-11,Friday
434,Fruitesse,Brouwerij Liefmans,Other,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-11-07,2025,11,2025-11,Friday
435,Benediktiner Weissbier,Benediktiner Weissbräu,Other,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-11-07,2025,11,2025-11,Friday
436,König Ludwig Weissbier Hell / Royal Bavarian Hefe-Weizen,König Ludwig Schlossbrauerei Kaltenberg,Wheat Beer,Pontgarten,Aachen,DE,50.7753,6.0839,,2025-11-07,2025,11,2025-11,Friday
437,Berliner Kindl Weisse,Berliner-Kindl-Schultheiss-Brauerei,Wheat Beer,Pontgarten,Aachen,DE,50.7753,6.0839,,2025-11-07,2025,11,2025-11,Friday
438,Mc Chouffe,Brasserie d'Achouffe,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-07,2025,11,2025-11,Friday
439,Zipfer Märzen,Brauerei Zipf,Bock/Märzen,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-06,2025,11,2025-11,Thursday
440,Stiegl-Goldbräu / Stiegl Gold,Stieglbrauerei zu Salzburg,Blonde/Golden,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-06,2025,11,2025-11,Thursday
441,Starkenberger Tirol Hell,Brauerei Schloss Starkenberg,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-06,2025,11,2025-11,Thursday
442,Unnamed Tripel,First State Brewing Company,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-06,2025,11,2025-11,Thursday
443,Guinness Draught,Guinness,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-06,2025,11,2025-11,Thursday
444,Barefoot Bigfoot,vandeStreek bier,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-05,2025,11,2025-11,Wednesday
445,St-Louis Premium Gueuze,Kasteel Brouwerij Vanhonsebrouck,Sour/Wild,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-05,2025,11,2025-11,Wednesday
446,TIKIER TOUR,Yankee & Kraut,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-05,2025,11,2025-11,Wednesday
447,Mash Till You Crash,Dutch Bargain,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-05,2025,11,2025-11,Wednesday
448,SANTAKO,Garage Beer Co.,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-05,2025,11,2025-11,Wednesday
449,Tiramisu Bänger,Põhjala,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-05,2025,11,2025-11,Wednesday
450,Cloudy Lemonade (Citra & Nelson Sauvin),Vault City Brewing,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-05,2025,11,2025-11,Wednesday
451,Ottakringer Pils,Ottakringer Brauerei,Lager/Pils,Plachutta,Wien,AT,48.2082,16.3738,,2025-11-01,2025,11,2025-11,Saturday
452,Wiener Original,Ottakringer Brauerei,Other,Plachutta,Wien,AT,48.2082,16.3738,,2025-11-01,2025,11,2025-11,Saturday
453,Extinction Is Forever!: Kākāpō,Bevog Brewery,Other,Mel's Craft Beer Bar & Diner,Aachen,DE,50.775,6.0835,,2025-11-01,2025,11,2025-11,Saturday
454,Not Forever But For Now,Mad Scientist,Other,Mel's Craft Beer Bar & Diner,Aachen,DE,50.775,6.0835,,2025-11-01,2025,11,2025-11,Saturday
455,Extinction Is Forever!: Mountain Pygmy Possum,Bevog Brewery,Other,Mel's Craft Beer Bar & Diner,Aachen,DE,50.775,6.0835,,2025-11-01,2025,11,2025-11,Saturday
456,O'Hara's Leann Folláin,O'Hara's Brewery,Other,Mel's Craft Beer Bar & Diner,Aachen,DE,50.775,6.0835,,2025-11-01,2025,11,2025-11,Saturday
457,Backtank Boys,Bevog Brewery,Other,Mel's Craft Beer Bar & Diner,Aachen,DE,50.775,6.0835,,2025-11-01,2025,11,2025-11,Saturday
458,Bitta Von Tresen,Muttermilch Vienna Brewery,Other,Mel's Craft Beer Bar & Diner,Aachen,DE,50.775,6.0835,,2025-11-01,2025,11,2025-11,Saturday
459,Mongozo Mango,Mongozo,Other,,,,,,,2025-11-01,2025,11,2025-11,Saturday
460,Stiegl-Radler Grapefruit,Stieglbrauerei zu Salzburg,Radler/Malt,,,,,,,2025-10-31,2025,10,2025-10,Friday
461,Zwettler Original,Privatbrauerei Zwettl,Other,Neuzeit,Aachen,DE,50.7755,6.0841,,2025-10-31,2025,10,2025-10,Friday
462,Ottakringer Zwickl,Ottakringer Brauerei,Other,Ponykarussell – Das Café,Aachen,DE,50.7762,6.0845,,2025-10-31,2025,10,2025-10,Friday
463,Ottakringer Helles,Ottakringer Brauerei,Lager/Pils,Ponykarussell – Das Café,Aachen,DE,50.7762,6.0845,,2025-10-31,2025,10,2025-10,Friday
464,Hirter Zwickl,Privatbrauerei Hirt,Other,Prater Alm,Salzburg,AT,47.8095,13.055,,2025-10-31,2025,10,2025-10,Friday
465,Hirter Privat Pils,Privatbrauerei Hirt,Lager/Pils,Prater Alm,Salzburg,AT,47.8095,13.055,,2025-10-31,2025,10,2025-10,Friday
466,Nastro Azzurro,Birra Peroni,Other,,,,,,,2025-10-30,2025,10,2025-10,Thursday
467,Astra Spezial,Holsten-Brauerei AG,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-10-30,2025,10,2025-10,Thursday
468,Tungri Blond,Amburon Belgian Craftbrewery,Blonde/Golden,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-10-30,2025,10,2025-10,Thursday
469,Double Enghien d'Hiver,Brasserie de Silly,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-30,2025,10,2025-10,Thursday
470,Tongerlo Tripel,Brouwerij Haacht Brasserie,Tripel,,,,,,,2025-10-30,2025,10,2025-10,Thursday
471,Choco Porter,Rock City Brewing,Stout/Porter,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-10-30,2025,10,2025-10,Thursday
472,c'est la vie,orca brau,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-10-30,2025,10,2025-10,Thursday
473,Engel Hell,Biermanufaktur ENGEL,Lager/Pils,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-29,2025,10,2025-10,Wednesday
474,Speckerla,Freigeist Bierkultur,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-29,2025,10,2025-10,Wednesday
475,St-Louis Kriek Lambic,Kasteel Brouwerij Vanhonsebrouck,Sour/Wild,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-29,2025,10,2025-10,Wednesday
476,Super Ultra Mega Classic,Outer Range Brewing Co.,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-29,2025,10,2025-10,Wednesday
477,Gustl - Kellerbier Naturtrüb / Zwickl,Private Alpenbrauerei Bürgerbräu Bad Reichenhall,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-10-29,2025,10,2025-10,Wednesday
478,Marie Hausbrendel Weissbier,Schwarzbräu,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-10-29,2025,10,2025-10,Wednesday
479,Vitamalz Das Leichte,Krombacher Gruppe,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-10-29,2025,10,2025-10,Wednesday
480,Franziskaner Weissbier Alkoholfrei,Spaten-Franziskaner-Löwenbräu-Gruppe,Non-Alcoholic,essBar,Aachen,DE,50.7755,6.0838,,2025-10-27,2025,10,2025-10,Monday
481,Astra Rakete,Holsten-Brauerei AG,Other,,,,,,,2025-10-27,2025,10,2025-10,Monday
482,Franziskaner Premium Weissbier Naturtrüb,Spaten-Franziskaner-Löwenbräu-Gruppe,Other,,,,,,,2025-10-27,2025,10,2025-10,Monday
483,Spaten München / Münchner Hell / Premium Lager,Spaten-Franziskaner-Löwenbräu-Gruppe,Lager/Pils,essBar,Aachen,DE,50.7755,6.0838,,2025-10-27,2025,10,2025-10,Monday
484,Mythos,Olympic Brewery,Other,essBar,Aachen,DE,50.7755,6.0838,,2025-10-27,2025,10,2025-10,Monday
485,Benediktiner Weissbier Dunkel,Benediktiner Weissbräu,Dark/Dubbel,Chico Mendes,,,,,,2025-10-27,2025,10,2025-10,Monday
486,Brugse Zot Dubbel,Brouwerij De Halve Maan,Dark/Dubbel,,,,,,,2025-10-27,2025,10,2025-10,Monday
487,Abt 12,Brouwerij St. Bernardus,Other,Plus,Aachen,DE,50.7753,6.0839,,2025-10-27,2025,10,2025-10,Monday
488,Mönchshof Hell,Kulmbacher Brauerei,Lager/Pils,,,,,,,2025-10-25,2025,10,2025-10,Saturday
489,Ginger Beer,Bundaberg Brewed Drinks,Other,,,,,,,2025-10-25,2025,10,2025-10,Saturday
490,Alpenstoff,Private Alpenbrauerei Bürgerbräu Bad Reichenhall,Other,,,,,,,2025-10-25,2025,10,2025-10,Saturday
491,Schloss Export,Netto Marken-Discount,Other,,,,,,,2025-10-25,2025,10,2025-10,Saturday
492,Vicaris Tripel / Gueuze,Brouwerij Dilewyns,Sour/Wild,,,,,,,2025-10-25,2025,10,2025-10,Saturday
493,Speckerla,Freigeist Bierkultur,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-25,2025,10,2025-10,Saturday
494,Alman's Helles,Yankee & Kraut,Lager/Pils,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-25,2025,10,2025-10,Saturday
495,Vintage (2023),Thatchers,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-25,2025,10,2025-10,Saturday
496,Trappistes Rochefort 8,Abbaye Notre-Dame de Saint-Rémy,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-25,2025,10,2025-10,Saturday
497,Fourchette,Brouwerij Van Steenberge,Other,,,,,,,2025-10-25,2025,10,2025-10,Saturday
498,Lab #1 Raspberry Sour,Gorilla Cervecería Berlin,Sour/Wild,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-25,2025,10,2025-10,Saturday
499,Mélodie Des Îles,Fauve,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-25,2025,10,2025-10,Saturday
500,Rodenbach FruitAge,Brouwerij Rodenbach,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-25,2025,10,2025-10,Saturday
501,Steenbrugge Dubbel Bruin,Brouwerij Palm,Dark/Dubbel,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-25,2025,10,2025-10,Saturday
502,Grand Cru,Brasserie St-Feuillien,Other,,,,,,,2025-10-25,2025,10,2025-10,Saturday
503,Red Ale,Hopfen+Malz,Amber/Red,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-25,2025,10,2025-10,Saturday
504,Kasteel Donker,Kasteel Brouwerij Vanhonsebrouck,Other,,,,,,,2025-10-25,2025,10,2025-10,Saturday
505,Boltens Alt,Privatbrauerei Bolten,Altbier,,,,,,,2025-10-25,2025,10,2025-10,Saturday
506,St-Barbara Salvatoris,Brouwerij Kompel,Other,The Wingman,Aachen,DE,50.7755,6.0855,,2025-10-24,2025,10,2025-10,Friday
507,Kompel L'or Noir,Brouwerij Kompel,Dark/Dubbel,The Wingman,Aachen,DE,50.7755,6.0855,,2025-10-24,2025,10,2025-10,Friday
508,La Trappe Quadrupel,Bierbrouwerij De Koningshoeven,Quadrupel,The Wingman,Aachen,DE,50.7755,6.0855,,2025-10-24,2025,10,2025-10,Friday
509,Achel Tripel,De Achelse Kluis,Tripel,,,,,,,2025-10-24,2025,10,2025-10,Friday
510,Vitamalz,Krombacher Gruppe,Other,,,,,,,2025-10-24,2025,10,2025-10,Friday
511,Budweiser Budvar / Czechvar Original,Budějovický Budvar,Other,,,,,,,2025-10-23,2025,10,2025-10,Thursday
512,Trappistes Rochefort 6,Abbaye Notre-Dame de Saint-Rémy,Other,,,,,,,2025-10-22,2025,10,2025-10,Wednesday
513,Singha,Boon Rawd Brewery,Other,,,,,,,2025-10-22,2025,10,2025-10,Wednesday
514,Tripel,Hertog Jan,Tripel,,,,,,,2025-10-21,2025,10,2025-10,Tuesday
515,St. Pierre Tripel,Brouwerij Palm,Tripel,,,,,,,2025-10-19,2025,10,2025-10,Sunday
516,Tripel LeFort,Omer Vander Ghinste,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-10-19,2025,10,2025-10,Sunday
517,Cassis,Brouwerij Lindemans,Other,,,,,,,2025-10-19,2025,10,2025-10,Sunday
518,Corsendonk Pater Dubbel / Abbey Brown Ale,Brouwerij Corsendonk,Dark/Dubbel,,,,,,,2025-10-19,2025,10,2025-10,Sunday
519,Erdinger Alkoholfrei,Erdinger Weissbräu,Non-Alcoholic,,,,,,,2025-10-18,2025,10,2025-10,Saturday
520,Erdinger Kristall,Erdinger Weissbräu,Other,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-10-18,2025,10,2025-10,Saturday
521,Benediktiner Weissbier Alkoholfrei,Benediktiner Weissbräu,Non-Alcoholic,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-10-18,2025,10,2025-10,Saturday
522,Bitburger Fassbrause Orange,Bitburger Brauerei,Radler/Malt,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-10-18,2025,10,2025-10,Saturday
523,Hoegaarden Wit / Blanche,Brouwerij Hoegaarden,Wheat Beer,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-10-18,2025,10,2025-10,Saturday
524,Hert Vijlener Bosbier Donker,Boscafé 't Hijgend Hert,Other,Boscafé 't Hijgend Hert,Maastricht,NL,50.8666,5.7021,,2025-10-18,2025,10,2025-10,Saturday
525,Hert Vijlener Bosbier Blond,Boscafé 't Hijgend Hert,Blonde/Golden,Boscafé 't Hijgend Hert,Maastricht,NL,50.8666,5.7021,,2025-10-18,2025,10,2025-10,Saturday
526,Peak Myrtille,Belgium Peak Beer,Other,,,,,,,2025-10-18,2025,10,2025-10,Saturday
527,3 Schténg Blond,Brasserie Grain d'Orge,Blonde/Golden,Drielandenpunt,,,,,,2025-10-18,2025,10,2025-10,Saturday
528,Doppelmalz,Privat-Brauerei Hohenfelde,Other,,,,,,,2025-10-17,2025,10,2025-10,Friday
529,Bio-Pils,Quartiermeister*in,Lager/Pils,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
530,Zillertal Pils,Zillertal Bier,Lager/Pils,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
531,Aubel Triple,Brasserie Grain d'Orge,Tripel,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
532,Waldhaus Ohne Filter Naturtrüb,Privatbrauerei Waldhaus,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
533,Chimay Cinq Cents (White),Bières de Chimay,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
534,Bloody Vlad,Totenhopfen Brauhaus,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
535,Prenzlauer Berg,Põhjala,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
536,MIAMI GROVE,Kehrwieder Kreativbrauerei,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
537,Duff Beer,Privatbrauerei Eichbaum,Other,Smashup! am Dom,Köln,DE,50.9413,6.9583,,2025-10-17,2025,10,2025-10,Friday
538,Bière des Amis,Neobulles,Other,,,,,,,2025-10-17,2025,10,2025-10,Friday
539,Good Old Doggy Days (Motueka),Lieber Waldi,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
540,La Trappe Bockbier,Bierbrouwerij De Koningshoeven,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
541,Leckerschen Öcher Wiess,Biermanufaktur Langguth,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
542,Irish Red Ale,Hopfen & Malz Brew Lab,Amber/Red,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-17,2025,10,2025-10,Friday
543,O'Hara's Irish Stout,O'Hara's Brewery,Stout/Porter,,,,,,,2025-10-17,2025,10,2025-10,Friday
544,Gold,Flensburger Brauerei Emil Petersen,Blonde/Golden,,,,,,,2025-10-16,2025,10,2025-10,Thursday
545,Kölsch,Schreckenskammer,Kölsch,,,,,,,2025-10-15,2025,10,2025-10,Wednesday
546,Finesse,Brouwerij De Dochter van de Korenaar,Other,,,,,,,2025-10-15,2025,10,2025-10,Wednesday
547,Andechser Doppelbock Dunkel,Klosterbrauerei Andechs,Dark/Dubbel,,,,,,,2025-10-11,2025,10,2025-10,Saturday
548,Hövels Original,Hövels Hausbrauerei,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
549,Chimay Grande Réserve (Blue),Bières de Chimay,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
550,Grolsch Premium Lager,Koninklijke Grolsch,Lager/Pils,,,,,,,2025-10-11,2025,10,2025-10,Saturday
551,Delirium Argentum,Delirium - Huyghe Brewery,Other,Delirium Café Köln,Köln,DE,50.9394,6.9592,,2025-10-11,2025,10,2025-10,Saturday
552,La Trappe Witte Trappist,Bierbrouwerij De Koningshoeven,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
553,Crazy Daisy,Two Chefs Brewing,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
554,Virmalised,Põhjala,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
555,La Trappe Dubbel,Bierbrouwerij De Koningshoeven,Dark/Dubbel,Delirium Café Köln,Köln,DE,50.9394,6.9592,,2025-10-11,2025,10,2025-10,Saturday
556,Cherry Chouffe,Brasserie d'Achouffe,Other,Delirium Café Köln,Köln,DE,50.9394,6.9592,,2025-10-11,2025,10,2025-10,Saturday
