id,beer_name,brewery,style,venue,city,country,lat,lon,serving_type,checkin_date,year,month,year_month,weekday
190,CYBER CHICK,Blech.Brut,Other,The Wingman,Aachen,DE,50.7755,6.0855,,2026-01-09,2026,01,2026-01,Friday
191,Chouffe IPA,Brasserie d'Achouffe,IPA,Café Einstein,Aachen,DE,50.7751,6.0838,,2026-01-09,2026,01,2026-01,Friday
192,Salitos Blue,MBG International Premium Brands,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2026-01-09,2026,01,2026-01,Friday
193,"Bitburger 0,0% Herb",Bitburger Brauerei,Non-Alcoholic,Untappd at Home,Aachen,DE,50.7753,6.0839,,2026-01-09,2026,01,2026-01,Friday
194,"Veltins Pilsener 0,0% Alkoholfrei",Brauerei VELTINS,Non-Alcoholic,Untappd at Home,Aachen,DE,50.7753,6.0839,,2026-01-08,2026,01,2026-01,Thursday
195,Meckatzer Fest-Märzen,Meckatzer Löwenbräu,Bock/Märzen,Untappd at Home,Aachen,DE,50.7753,6.0839,,2026-01-07,2026,01,2026-01,Wednesday
196,Hoptimum,Sierra Nevada Brewing Co.,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-31,2025,12,2025-12,Wednesday
197,Ardenne Givrée,Brasserie Minne,Other,,,,,,,2025-12-31,2025,12,2025-12,Wednesday
198,Spezial,Brauerei Simon,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-31,2025,12,2025-12,Wednesday
199,Ammerndorfer Hefe-Weisse,Dorn-Bräu Privatbrauerei Ammerndorf,Wheat Beer,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-31,2025,12,2025-12,Wednesday
200,Ammerndorfer Hell,Dorn-Bräu Privatbrauerei Ammerndorf,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-31,2025,12,2025-12,Wednesday
201,Rotbier,Brauerei Schanzenbräu,Amber/Red,,,,,,,2025-12-31,2025,12,2025-12,Wednesday
202,Hapkin,Brouwerij Alken-Maes,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-31,2025,12,2025-12,Wednesday
203,La Redoutable Triple Blonde,La Redoutable,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-31,2025,12,2025-12,Wednesday
204,Tripick 8,Tripick,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-31,2025,12,2025-12,Wednesday
205,Duvel Tripel Hop Citra,Duvel Moortgat,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-31,2025,12,2025-12,Wednesday
206,Kettenriss,BrewDog Deutschland,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-12-30,2025,12,2025-12,Tuesday
207,Dortmunder Union Export,Dortmunder Actien-Brauerei,Other,,,,,,,2025-12-30,2025,12,2025-12,Tuesday
208,Bock Brûlée,Two Chefs Brewing,Bock/Märzen,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-12-30,2025,12,2025-12,Tuesday
209,"Mango, Maracuja Sour",Straßenbräu,Sour/Wild,,,,,,,2025-12-30,2025,12,2025-12,Tuesday
210,Dominica,Kehrwieder Kreativbrauerei,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-12-30,2025,12,2025-12,Tuesday
211,Feierabend,Straßenbräu,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-12-30,2025,12,2025-12,Tuesday
212,No Wheels,Garage Beer Co.,Other,,,,,,,2025-12-30,2025,12,2025-12,Tuesday
213,Santa's Hjelper,Salama Brewing Company,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-12-30,2025,12,2025-12,Tuesday
214,Bret THE HOPMAN Hart,Hopacabana Brewing,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-12-30,2025,12,2025-12,Tuesday
215,Nestehukka,Panimoyhtiö Tuju,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-12-30,2025,12,2025-12,Tuesday
216,Zombie Dead Boys,Salama Brewing Company,Other,Holy Craft Beer Bar,Nürnberg,DE,49.4551,11.0762,,2025-12-30,2025,12,2025-12,Tuesday
217,Schumacher Alt,Brauerei Schumacher,Altbier,,,,,,,2025-12-30,2025,12,2025-12,Tuesday
218,La Redoutable Blonde IPA,La Redoutable,IPA,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-29,2025,12,2025-12,Monday
219,Juicy Crime of Passion,Brouwerij Mort Subite,Other,,,,,,,2025-12-29,2025,12,2025-12,Monday
220,Kubiak's Howl,Experiment'Ale,Other,,,,,,,2025-12-29,2025,12,2025-12,Monday
221,Orbit Ale,Experiment'Ale,Other,Chalet L'experimentale,Châtel,FR,46.265,6.8355,,2025-12-29,2025,12,2025-12,Monday
222,Badjawe Festive,Badjawe Brasserie Coopérative,Other,Le Chalet Alsacien,Châtel,FR,46.266,6.838,,2025-12-29,2025,12,2025-12,Monday
223,La Binamé Triple Bio,Badjawe Brasserie Coopérative,Tripel,Le Chalet Alsacien,Châtel,FR,46.266,6.838,,2025-12-29,2025,12,2025-12,Monday
224,White Noise,Norm Brewing,Other,Chalet Chatel,Châtel,FR,46.2656,6.8369,,2025-12-29,2025,12,2025-12,Monday
225,Krönes' Eifeler Landbier,Gemünder Brauerei,Other,,,,,,,2025-12-28,2025,12,2025-12,Sunday
226,Boltens Alt,Privatbrauerei Bolten,Altbier,,,,,,,2025-12-28,2025,12,2025-12,Sunday
227,Gaffels Fassbrause Apfel Naturtrüb,Privatbrauerei Gaffel Becker,Radler/Malt,,,,,,,2025-12-28,2025,12,2025-12,Sunday
228,Früh Kölsch,Cölner Hofbräu Früh,Kölsch,Pizza Mann,Aachen,DE,50.776,6.0845,,2025-12-28,2025,12,2025-12,Sunday
229,JUNGLE BITE | Tattoo Series 4/4,Schwarze Rose,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
230,Kreativsud #7,Bundesverband der Kreativbrauer e.V.,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
231,Floris Fraise,Delirium - Huyghe Brewery,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
232,Blanche de Namur Rosée,Brasserie du Bocq,Blonde/Golden,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
233,Barking Around the Christmas Tree,Lieber Waldi,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
234,Berg Original Hell,Berg Brauerei Ulrich Zimmermann,Lager/Pils,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
235,Hop Zij Met Ons,Jopen,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
236,Chimay Cinq Cents (White),Bières de Chimay,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
237,Val-Dieu Bière de Noël,Brasserie de l'Abbaye du Val-Dieu,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
238,Rosenheimer Helles,Auerbräu Rosenheimer Spezialitätenbrauerei,Lager/Pils,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
239,Indian Pale Ale,SinghBräu,Pale Ale,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
240,Aechtes Dunkel,Brauhaus Riegele,Dark/Dubbel,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
241,Shore Leave,BrewDog,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
242,Kriek,Brouwerij Lindemans,Sour/Wild,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
243,British Golden Ale,Hopfen+Malz,Blonde/Golden,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
244,Grisette Triple / Tripel Bio,Brasserie St-Feuillien,Tripel,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
245,Tennent's Stout,Tennent's Caledonian Brewery,Stout/Porter,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-27,2025,12,2025-12,Saturday
246,"Bitburger 0,0% Pineapple Alkoholfrei",Bitburger Brauerei,Non-Alcoholic,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-26,2025,12,2025-12,Friday
247,"Bitburger 0,0% Peach Alkoholfrei",Bitburger Brauerei,Non-Alcoholic,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-26,2025,12,2025-12,Friday
248,Cerdos Voladores Brown Ale,Barcelona Beer Company,Other,,,,,,,2025-12-26,2025,12,2025-12,Friday
249,IPA,Brouwerij 't IJ,IPA,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-26,2025,12,2025-12,Friday
250,'t Gouden IJ,Brouwerij 't IJ,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-26,2025,12,2025-12,Friday
251,Leffe Bière d'Hiver / Winterbier,Abbaye de Leffe,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-26,2025,12,2025-12,Friday
252,Heart & Soul,Vocation Brewery,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-25,2025,12,2025-12,Thursday
253,La Corne du Bois des Pendus Triple,Brasserie des Légendes,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-25,2025,12,2025-12,Thursday
254,Marie Hausbrendel Weissbier,Schwarzbräu,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-25,2025,12,2025-12,Thursday
255,Erdinger Alkoholfrei,Erdinger Weissbräu,Non-Alcoholic,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-25,2025,12,2025-12,Thursday
256,Cerdos Voladores Pale Ale,Barcelona Beer Company,Pale Ale,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-24,2025,12,2025-12,Wednesday
257,Aubel Pomme Cerise,Brasserie Grain d'Orge,Other,Domkeller,Aachen,DE,50.7745,6.084,,2025-12-24,2025,12,2025-12,Wednesday
258,Paix Dieu Triple,Brasserie Caulier,Tripel,Domkeller,Aachen,DE,50.7745,6.084,,2025-12-24,2025,12,2025-12,Wednesday
259,Cerdos Voladores Session IPA,Barcelona Beer Company,IPA,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-23,2025,12,2025-12,Tuesday
260,IPA,Lagunitas Brewing Company,IPA,Dadawan Kerkrade,Kerkrade,NL,50.8665,6.0598,,2025-12-23,2025,12,2025-12,Tuesday
261,Thai Thai,Oedipus Brewing,Other,Dadawan Kerkrade,Kerkrade,NL,50.8665,6.0598,,2025-12-23,2025,12,2025-12,Tuesday
262,Kasteel Cuvée,Kasteel Brouwerij Vanhonsebrouck,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-22,2025,12,2025-12,Monday
263,Duvel,Duvel Moortgat,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-22,2025,12,2025-12,Monday
264,Cuvée Clarisse Wild Weasel Whisky Infused,Brouwerij Wilderen,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-22,2025,12,2025-12,Monday
265,Vleteren Bruin 12°,Deca Brouwerij,Dark/Dubbel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-22,2025,12,2025-12,Monday
266,Straffe Hendrik Brugs Tripel Bier 9°,Brouwerij De Halve Maan,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-22,2025,12,2025-12,Monday
267,Bush de Noël,Brasserie Dubuisson,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-22,2025,12,2025-12,Monday
268,Motor Oil / Motorolie,Moersleutel Craft Brewery,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-22,2025,12,2025-12,Monday
269,Haka Ultra Red Fruit 11%,Haka,Amber/Red,,,,,,,2025-12-21,2025,12,2025-12,Sunday
270,Leeve Waldi,Lieber Waldi,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-21,2025,12,2025-12,Sunday
271,Lemon,Bundaberg Brewed Drinks,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-21,2025,12,2025-12,Sunday
272,Blood Orange,Bundaberg Brewed Drinks,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-21,2025,12,2025-12,Sunday
273,Westmalle Trappist Dubbel,Brouwerij der Trappisten van Westmalle,Dark/Dubbel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-21,2025,12,2025-12,Sunday
274,Noël,Brasserie Grain d'Orge,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-21,2025,12,2025-12,Sunday
275,Berg Original Hell,Berg Brauerei Ulrich Zimmermann,Lager/Pils,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
276,Grünhopfen Pils,Brauerei Kundmüller,Lager/Pils,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
277,Black Fuel,Enigma Belgian Brewery,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
278,Leeve Waldi,Lieber Waldi,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
279,Alman's Wies'n Märzen,Yankee & Kraut,Bock/Märzen,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
280,FREE FALLING | Tattoo Series 2/4,Schwarze Rose,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
281,KITTY REAPER | Tattoo Series 1/4,Schwarze Rose,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
282,Fronk Weihnachtsbier 2025,Biermanufaktur Langguth,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
283,Light Waves,Schwarze Rose,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
284,Öcherprinte,Drunken Monkey,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
285,Weiherer Schwärzla,Brauerei Kundmüller,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
286,Hopfen+malz Wheat Ipa,Hopfen+Malz,IPA,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-20,2025,12,2025-12,Saturday
287,Bio Pils,Bahkauv Brew,Lager/Pils,,,,,,,2025-12-20,2025,12,2025-12,Saturday
288,Curtius Classic,Brasserie {C},Other,,,,,,,2025-12-20,2025,12,2025-12,Saturday
289,Pecheresse,Brouwerij Lindemans,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-19,2025,12,2025-12,Friday
290,Piraat,Brouwerij Van Steenberge,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-18,2025,12,2025-12,Thursday
291,Framboise Boon,Brouwerij Boon,Sour/Wild,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-18,2025,12,2025-12,Thursday
292,DEVILS MASK | Tattoo Series 3/4,Schwarze Rose,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-18,2025,12,2025-12,Thursday
293,Berliner Kindl Weisse Himbeere,Berliner-Kindl-Schultheiss-Brauerei,Wheat Beer,Egmont,Aachen,DE,50.7758,6.0842,,2025-12-18,2025,12,2025-12,Thursday
294,Toast Hawaii,Schwarze Rose,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-18,2025,12,2025-12,Thursday
295,Cocada,Totenhopfen Brauhaus,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-18,2025,12,2025-12,Thursday
296,JUNGLE BITE | Tattoo Series 4/4,Schwarze Rose,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-18,2025,12,2025-12,Thursday
297,Vanilla Blackout,Schwarze Rose,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-12-18,2025,12,2025-12,Thursday
298,Gulden Draak 9000 Quadruple,Brouwerij Van Steenberge,Quadrupel,,,,,,,2025-12-18,2025,12,2025-12,Thursday
299,Mönchshof Landbier,Kulmbacher Brauerei,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-18,2025,12,2025-12,Thursday
300,Stravius Tripel,De Straviusbrouwers,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-17,2025,12,2025-12,Wednesday
301,Zatte,Brouwerij 't IJ,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-17,2025,12,2025-12,Wednesday
302,Weiherer Kräusen Hell,Brauerei Kundmüller,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-17,2025,12,2025-12,Wednesday
303,Biologisch IPA,Gulpener Bierbrouwerij,IPA,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-16,2025,12,2025-12,Tuesday
304,Scuba,BrewFist,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-16,2025,12,2025-12,Tuesday
305,Gouden Carolus Whisky Infused,Brouwerij Het Anker,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-16,2025,12,2025-12,Tuesday
306,Krachtig Kanon,Koninklijke Grolsch,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-14,2025,12,2025-12,Sunday
307,Mooie Nel IPA / Northsea IPA,Jopen,IPA,Al Mercato - Osteria,,,,,,2025-12-14,2025,12,2025-12,Sunday
308,De Eigenzinnige Elisabeth,Stadsbrouwerij Maastricht,Other,De Lanteern,,,,,,2025-12-14,2025,12,2025-12,Sunday
309,Gouden Carolus Christmas / Noël,Brouwerij Het Anker,Other,Brasserie Amadeus,,,,,,2025-12-14,2025,12,2025-12,Sunday
310,Erdinger Dunkel,Erdinger Weissbräu,Dark/Dubbel,Papillon,Aachen,DE,50.7752,6.083,,2025-12-13,2025,12,2025-12,Saturday
311,Erdinger Weißbier / Hefe-Weizen,Erdinger Weissbräu,Wheat Beer,Papillon,Aachen,DE,50.7752,6.083,,2025-12-13,2025,12,2025-12,Saturday
312,Elderberry (Holunder),Bionade,Other,Papillon,Aachen,DE,50.7752,6.083,,2025-12-13,2025,12,2025-12,Saturday
313,Maisel & Friends IPA,Brauerei Gebr. Maisel,IPA,Papillon,Aachen,DE,50.7752,6.083,,2025-12-13,2025,12,2025-12,Saturday
314,Baltik-Lager,Störtebeker Braumanufaktur,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-13,2025,12,2025-12,Saturday
315,Meckatzer Hefeweizen,Meckatzer Löwenbräu,Wheat Beer,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-13,2025,12,2025-12,Saturday
316,Queue de Charrue Ambrée / Ploegsteert Amber,Brasserie / Brouwerij Vanuxeem,Amber/Red,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-13,2025,12,2025-12,Saturday
317,Maisel's Weisse Kristall,Brauerei Gebr. Maisel,Wheat Beer,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-12,2025,12,2025-12,Friday
318,God's Juice,Totenhopfen Brauhaus,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-12,2025,12,2025-12,Friday
319,Kasteel Xtra,Kasteel Brouwerij Vanhonsebrouck,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-10,2025,12,2025-12,Wednesday
320,Pulp Art,Brooklyn Brewery,Other,5 Points Pub,Aachen,DE,50.7748,6.0828,,2025-12-05,2025,12,2025-12,Friday
321,Tourtel Twist Citron,Brasseries Kronenbourg,Other,5 Points Pub,Aachen,DE,50.7748,6.0828,,2025-12-05,2025,12,2025-12,Friday
322,Grimbergen Blanche,Brouwerij Alken-Maes,Blonde/Golden,5 Points Pub,Aachen,DE,50.7748,6.0828,,2025-12-05,2025,12,2025-12,Friday
323,JOHNNY SABRO,Savoy Craft,Other,5 Points Pub,Aachen,DE,50.7748,6.0828,,2025-12-05,2025,12,2025-12,Friday
324,Weihenstephaner Vitus,Bayerische Staatsbrauerei Weihenstephan,Other,5 Points Pub,Aachen,DE,50.7748,6.0828,,2025-12-05,2025,12,2025-12,Friday
325,CH’TI Triple Signature,Brasserie Castelain,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-05,2025,12,2025-12,Friday
326,La Verte,Brasserie du Mont Blanc,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-05,2025,12,2025-12,Friday
327,La Goudale - Blonde à l'Ancienne,Brasserie Goudale,Blonde/Golden,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-05,2025,12,2025-12,Friday
328,St. Stefanus Blonde,Brouwerij Van Steenberge,Blonde/Golden,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-05,2025,12,2025-12,Friday
329,La Charnue Blonde,Brasserie Castelain,Blonde/Golden,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-05,2025,12,2025-12,Friday
330,Blanche - Biera Bianca,Brasserie Pietra,Blonde/Golden,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-05,2025,12,2025-12,Friday
331,Vézelay Blonde Bio,Brasserie de Vezelay,Blonde/Golden,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-05,2025,12,2025-12,Friday
332,Cristal Glace,Brasserie du Mont Blanc,Other,Le Beaufort des Montagnes,,,,,,2025-12-05,2025,12,2025-12,Friday
333,Chouffe Lite,Brasserie d'Achouffe,Other,,,,,,,2025-12-05,2025,12,2025-12,Friday
334,LBF - Blonde,L.B.F. - La Brasserie Fondamentale,Blonde/Golden,,,,,,,2025-12-05,2025,12,2025-12,Friday
335,Pietra,Brasserie Pietra,Other,,,,,,,2025-12-05,2025,12,2025-12,Friday
336,Vedett Extra IPA,Duvel Moortgat,IPA,,,,,,,2025-12-05,2025,12,2025-12,Friday
337,Maes Pils,Brouwerij Alken-Maes,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-03,2025,12,2025-12,Wednesday
338,Affligem Blonde,Affligem Brouwerij,Blonde/Golden,,,,,,,2025-12-03,2025,12,2025-12,Wednesday
339,Haka Strong Blond 10%,Haka,Blonde/Golden,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-03,2025,12,2025-12,Wednesday
340,Rince Cochon Triple,Brouwerij Haacht Brasserie,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-02,2025,12,2025-12,Tuesday
341,Vedett Extra IPA,Duvel Moortgat,IPA,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-01,2025,12,2025-12,Monday
342,Blanche de Namur,Brasserie du Bocq,Blonde/Golden,,,,,,,2025-12-01,2025,12,2025-12,Monday
343,Filou,Kasteel Brouwerij Vanhonsebrouck,Other,,,,,,,2025-12-01,2025,12,2025-12,Monday
344,3 MONTS Biere De Flandre,Brasserie 3 MONTS,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-12-01,2025,12,2025-12,Monday
345,Aventinus Eisbock (TAP09),Schneider Weisse G. Schneider & Sohn,Bock/Märzen,,,,,,,2025-12-01,2025,12,2025-12,Monday
346,Haka Ultra Red Fruit 11%,Haka,Amber/Red,,,,,,,2025-11-30,2025,11,2025-11,Sunday
347,Bon Secours de Noël,Brasserie Caulier,Other,Le Jean Michel,Valmeinier,FR,45.1836,6.497,,2025-11-30,2025,11,2025-11,Sunday
348,Haka Strong Blond 12%,Haka,Blonde/Golden,,,,,,,2025-11-30,2025,11,2025-11,Sunday
349,Leffe Blonde / Blond,Abbaye de Leffe,Blonde/Golden,,,,,,,2025-11-30,2025,11,2025-11,Sunday
350,Leffe Blonde / Blond,Abbaye de Leffe,Blonde/Golden,,,,,,,2025-11-30,2025,11,2025-11,Sunday
351,Bush Blonde Triple,Brasserie Dubuisson,Tripel,,,,,,,2025-11-29,2025,11,2025-11,Saturday
352,Grimbergen Blonde,Brouwerij Alken-Maes,Blonde/Golden,,,,,,,2025-11-29,2025,11,2025-11,Saturday
353,Benediktiner Hell,Benediktiner Weissbräu,Lager/Pils,,,,,,,2025-11-29,2025,11,2025-11,Saturday
354,Gaffel Kölsch,Privatbrauerei Gaffel Becker,Kölsch,,,,,,,2025-11-29,2025,11,2025-11,Saturday
355,Hop House 13 Lager,Guinness,Lager/Pils,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-11-29,2025,11,2025-11,Saturday
356,Salitos Original,MBG International Premium Brands,Other,Live Music Hall,Köln,DE,50.9368,6.9563,,2025-11-25,2025,11,2025-11,Tuesday
357,Gaffel Wiess,Privatbrauerei Gaffel Becker,Other,Live Music Hall,Köln,DE,50.9368,6.9563,,2025-11-25,2025,11,2025-11,Tuesday
358,Gaffels Fassbrause Orange,Privatbrauerei Gaffel Becker,Radler/Malt,Live Music Hall,Köln,DE,50.9368,6.9563,,2025-11-25,2025,11,2025-11,Tuesday
359,Astra Kleine Freiheit Helles,Holsten-Brauerei AG,Lager/Pils,Live Music Hall,Köln,DE,50.9368,6.9563,,2025-11-25,2025,11,2025-11,Tuesday
360,Zappes Hell,Zappes Broi,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-25,2025,11,2025-11,Tuesday
361,Straffe Hendrik Brugs Quadrupel Bier 11°,Brouwerij De Halve Maan,Quadrupel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-25,2025,11,2025-11,Tuesday
362,St-Louis Kriek Lambic,Kasteel Brouwerij Vanhonsebrouck,Sour/Wild,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-25,2025,11,2025-11,Tuesday
363,Queue de Charrue Triple / Ploegsteert Tripel,Brasserie / Brouwerij Vanuxeem,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-25,2025,11,2025-11,Tuesday
364,Waterloo Triple Blond,Waterloo Brewery Mont-St-Jean,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-11-25,2025,11,2025-11,Tuesday
365,Ichiban (Ichiban Shibori) (一番搾り),Kirin Brewery Company,Other,Takumi Aachen Chicken & Vegan,Aachen,DE,50.7758,6.0843,,2025-11-24,2025,11,2025-11,Monday
366,Öcher Best Bitter,Hopfen+Malz,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-24,2025,11,2025-11,Monday
367,Öcherprinte,Drunken Monkey,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-24,2025,11,2025-11,Monday
368,Weiherer Festbier,Brauerei Kundmüller,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-24,2025,11,2025-11,Monday
369,La Guillotine,Delirium - Huyghe Brewery,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-11-24,2025,11,2025-11,Monday
